ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc
2020-10-27,317.1180725097656,65994100,10,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2020-10-28,306.27935791015625,127094300,10,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2020-10-29,309.3922424316406,90597700,10,29,0.331,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,31.0
2020-10-30,306.1668395996094,120287300,10,30,none event,none event,none event,none event,none event,0.015,none event,,,,,,,,,,,-1.0,1.0,,,1,32.0
2020-11-02,309.5985107421875,86068300,11,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0
2020-11-03,315.0648193359375,93294200,11,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,34.0
2020-11-04,322.106201171875,126959700,11,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,35.0
2020-11-05,328.3881530761719,82039700,11,5,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2020-11-06,328.31317138671875,74973000,11,6,none event,638K,none event,none event,0.069,none event,none event,,,,,,,1.0,-1.0,-1.0,-1.0,,,,,1,1.0
2020-11-09,332.4386291503906,172304200,11,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2020-11-10,331.9510803222656,85552000,11,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2020-11-11,334.41705322265625,58649000,11,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2020-11-12,331.17291259765625,67546200,11,12,none event,none event,0.012,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,5.0
2020-11-13,335.75775146484375,62892200,11,13,none event,none event,none event,0.005,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,6.0
2020-11-16,339.9488830566406,74541100,11,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2020-11-17,338.1205139160156,66111000,11,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2020-11-18,334.0513610839844,70591300,11,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2020-11-19,335.457763671875,59940900,11,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2020-11-20,333.1606140136719,70417300,11,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2020-11-23,335.15771484375,63230600,11,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2020-11-24,340.558349609375,62415900,11,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2020-11-25,340.0332946777344,45330900,11,25,0.331,none event,none event,none event,none event,0.014,none event,,,-1.0,0.0,,,,,,,0.0,-1.0,,,1,14.0
2020-11-27,340.9802551269531,28514100,11,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2020-11-30,339.470703125,83872700,11,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2020-12-01,343.1837158203125,74231400,12,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2020-12-02,343.9056701660156,45927000,12,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2020-12-03,343.8119201660156,62882000,12,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2020-12-04,346.77471923828125,50749900,12,4,none event,245K,none event,none event,0.067,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,20.0
2020-12-07,346.0621337890625,48944300,12,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2020-12-08,347.07476806640625,42458900,12,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2020-12-09,343.9618835449219,74098300,12,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2020-12-10,343.8493957519531,57735400,12,10,none event,none event,0.012,none event,none event,none event,none event,1.0,0.0,,,,,,,,,,,,,1,24.0
2020-12-11,343.4461975097656,57698600,12,11,none event,none event,none event,0.008,none event,none event,none event,,,,,0.0,1.0,,,,,,,,,1,25.0
2020-12-14,341.90850830078125,69216200,12,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2020-12-15,346.5308532714844,63865300,12,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2020-12-16,347.07476806640625,58420500,12,16,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2020-12-17,349.015625,64119500,12,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2020-12-18,347.6220397949219,136542300,12,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2020-12-21,346.3790283203125,96386700,12,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2020-12-22,345.7952575683594,47949000,12,22,0.334,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,4.0
2020-12-23,346.1060485839844,46201400,12,23,none event,none event,none event,none event,none event,0.014,none event,,,,,,,,,,,-1.0,0.0,,,1,5.0
2020-12-24,347.4525451660156,26457900,12,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2020-12-28,350.4373779296875,39000400,12,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2020-12-29,349.76885986328125,53680500,12,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2020-12-30,350.2679748535156,49455300,12,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2020-12-31,352.0475769042969,78520700,12,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2021-01-04,347.25482177734375,110210800,1,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2021-01-05,349.6464538574219,66426200,1,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2021-01-06,351.73681640625,107997700,1,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2021-01-07,356.96270751953125,68766800,1,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2021-01-08,358.9966735839844,71677200,1,8,none event,-140K,none event,none event,0.067,none event,none event,,,,,,,-1.0,-1.0,-1.0,0.0,,,,,1,15.0
2021-01-11,356.5766906738281,51034700,1,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2021-01-12,356.6519775390625,52547700,1,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2021-01-13,357.61248779296875,45303600,1,13,none event,none event,0.014,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,18.0
2021-01-14,356.36004638671875,49989100,1,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2021-01-15,353.76129150390625,107160000,1,15,none event,none event,none event,0.008,none event,none event,none event,,,,,0.0,0.0,,,,,,,,,1,20.0
2021-01-19,356.53900146484375,51233300,1,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2021-01-20,361.4730529785156,61836100,1,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2021-01-21,361.8025817871094,47840100,1,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2021-01-22,360.52203369140625,52860500,1,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2021-01-25,361.9438171386719,70402000,1,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2021-01-26,361.3788757324219,42665300,1,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2021-01-27,352.54656982421875,123351100,1,27,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2021-01-28,355.5785827636719,94198100,1,28,0.04,none event,none event,none event,none event,none event,none event,,,0.0,-1.0,,,,,,,,,,,1,1.0
2021-01-29,348.4601135253906,126765100,1,29,none event,none event,none event,none event,none event,0.015,none event,,,,,,,,,,,1.0,1.0,,,1,2.0
2021-02-01,354.2603454589844,75817600,2,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2021-02-02,359.2696838378906,64450700,2,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2021-02-03,359.55218505859375,52427100,2,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2021-02-04,363.63873291015625,47142600,2,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2021-02-05,365.07000732421875,48669800,2,5,none event,49K,none event,none event,0.063,none event,none event,,,,,,,-1.0,1.0,-1.0,-1.0,,,,,1,7.0
2021-02-08,367.70648193359375,38365200,2,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2021-02-09,367.4617004394531,35551100,2,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2021-02-10,367.3015441894531,59154400,2,10,none event,none event,0.014,none event,none event,none event,none event,-1.0,1.0,,,,,,,,,,,,,1,10.0
2021-02-11,367.894775390625,42913300,2,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2021-02-12,369.7120666503906,50593300,2,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2021-02-16,369.39190673828125,50972400,2,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2021-02-17,369.47674560546875,52290600,2,17,none event,none event,none event,0.017,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,14.0
2021-02-18,367.90423583984375,59712800,2,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2021-02-19,367.2545166015625,83241000,2,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2021-02-22,364.4297180175781,67414200,2,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2021-02-23,364.8721923828125,107284100,2,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2021-02-24,368.8929138183594,72433900,2,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2021-02-25,360.00408935546875,146670500,2,25,0.041,none event,none event,none event,none event,none event,none event,,,-1.0,1.0,,,,,,,,,,,1,20.0
2021-02-26,358.1491394042969,152701600,2,26,none event,none event,none event,none event,none event,0.015,none event,,,,,,,,,,,1.0,1.0,,,1,21.0
2021-03-01,366.8307189941406,105348800,3,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2021-03-02,363.96826171875,79595300,3,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2021-03-03,359.1473083496094,119940200,3,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2021-03-04,354.7029113769531,183433000,3,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2021-03-05,361.22821044921875,152039600,3,5,none event,379K,none event,none event,0.062,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,26.0
2021-03-08,359.4296569824219,123149200,3,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2021-03-09,364.5614929199219,113633600,3,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2021-03-10,366.8307189941406,109899400,3,10,none event,none event,0.017,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,29.0
2021-03-11,370.550048828125,86245000,3,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2021-03-12,371.0491943359375,64653600,3,12,none event,none event,none event,0.028,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,31.0
2021-03-15,373.2619323730469,73427200,3,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2021-03-16,372.7911682128906,73722500,3,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0
2021-03-17,374.06231689453125,97959300,3,17,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2021-03-18,368.6199035644531,115349100,3,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2021-03-19,367.937744140625,113624500,3,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2021-03-22,370.875732421875,73778600,3,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2021-03-23,367.9566345214844,90686600,3,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2021-03-24,366.086181640625,97588600,3,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2021-03-25,368.1455993652344,116128600,3,25,0.043,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,6.0
2021-03-26,374.0782470703125,114409100,3,26,none event,none event,none event,none event,none event,0.014,none event,,,,,,,,,,,-1.0,-1.0,,,1,7.0
2021-03-29,373.88934326171875,108107600,3,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2021-03-30,372.89739990234375,76262200,3,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2021-03-31,374.4088134765625,112734200,3,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2021-04-01,378.4521484375,99682900,4,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2021-04-05,383.8841247558594,91684800,4,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
