ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc,isr_holiday
2021-06-15,4246.58984375,4048940000,6,15,none event,none event,none event,0.066,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,33.0,0
2021-06-16,4223.7001953125,4538350000,6,16,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2021-06-17,4221.85986328125,5312680000,6,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2021-06-18,4166.4501953125,6817010000,6,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2021-06-21,4224.7900390625,4128950000,6,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2021-06-22,4246.43994140625,3828390000,6,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2021-06-23,4241.83984375,3730350000,6,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2021-06-24,4266.490234375,3816660000,6,24,0.064,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,6.0,0
2021-06-25,4280.7001953125,7341450000,6,25,none event,none event,none event,none event,none event,0.034,none event,,,,,,,,,,,0.0,1.0,,,1,7.0,0
2021-06-28,4290.60986328125,4147890000,6,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2021-06-29,4291.7998046875,3707150000,6,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2021-06-30,4297.5,4266040000,6,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2021-07-01,4319.93994140625,3788230000,7,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2021-07-02,4352.33984375,3225840000,7,2,none event,850K,none event,none event,0.059,none event,none event,,,,,,,1.0,1.0,1.0,1.0,,,,,1,12.0,0
2021-07-06,4343.5400390625,4309570000,7,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2021-07-07,4358.1298828125,4037380000,7,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2021-07-08,4320.81982421875,4347500000,7,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2021-07-09,4369.5498046875,3531120000,7,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2021-07-12,4384.6298828125,3384460000,7,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2021-07-13,4369.2099609375,3695430000,7,13,none event,none event,0.054,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,18.0,0
2021-07-14,4374.2998046875,4006370000,7,14,none event,none event,none event,0.073,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,19.0,0
2021-07-15,4360.02978515625,3905230000,7,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2021-07-16,4327.16015625,3985700000,7,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2021-07-19,4258.490234375,5157660000,7,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2021-07-20,4323.06005859375,4438270000,7,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2021-07-21,4358.68994140625,3810280000,7,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2021-07-22,4367.47998046875,3358300000,7,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2021-07-23,4411.7900390625,4540070000,7,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2021-07-26,4422.2998046875,4275630000,7,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2021-07-27,4401.4599609375,4241950000,7,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2021-07-28,4400.64013671875,4215290000,7,28,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2021-07-29,4419.14990234375,4044600000,7,29,0.065,none event,none event,none event,none event,none event,none event,,,-1.0,1.0,,,,,,,,,,,1,1.0,0
2021-07-30,4395.259765625,3956740000,7,30,none event,none event,none event,none event,none event,0.035,none event,,,,,,,,,,,-1.0,1.0,,,1,2.0,0
2021-08-02,4387.16015625,3724090000,8,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2021-08-03,4423.14990234375,3965190000,8,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2021-08-04,4402.66015625,4260760000,8,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2021-08-05,4429.10009765625,3769410000,8,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2021-08-06,4436.52001953125,3451870000,8,6,none event,943K,none event,none event,0.054,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,7.0,0
2021-08-09,4432.35009765625,3449280000,8,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2021-08-10,4436.75,3886610000,8,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2021-08-11,4442.41015625,3532560000,8,11,none event,none event,0.054,none event,none event,none event,none event,1.0,0.0,,,,,,,,,,,,,1,10.0,0
2021-08-12,4460.830078125,3375310000,8,12,none event,none event,none event,0.078,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,11.0,0
2021-08-13,4468.0,3016470000,8,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2021-08-16,4479.7099609375,3370640000,8,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2021-08-17,4448.080078125,3836960000,8,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2021-08-18,4400.27001953125,3755590000,8,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2021-08-19,4405.7998046875,4398410000,8,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2021-08-20,4441.669921875,3652610000,8,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2021-08-23,4479.52978515625,3576530000,8,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2021-08-24,4486.22998046875,3979220000,8,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2021-08-25,4496.18994140625,3444700000,8,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2021-08-26,4470.0,3263980000,8,26,0.066,none event,none event,none event,none event,none event,none event,,,-1.0,1.0,,,,,,,,,,,1,21.0,0
2021-08-27,4509.3701171875,3331200000,8,27,none event,none event,none event,none event,none event,0.036,none event,,,,,,,,,,,0.0,0.0,,,1,22.0,0
2021-08-30,4528.7900390625,3168660000,8,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2021-08-31,4522.68017578125,4290710000,8,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2021-09-01,4524.08984375,4057340000,9,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2021-09-02,4536.9501953125,3735990000,9,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2021-09-03,4535.43017578125,3217530000,9,3,none event,235K,none event,none event,0.052,none event,none event,,,,,,,-1.0,-1.0,0.0,-1.0,,,,,1,27.0,0
2021-09-07,4520.02978515625,3822960000,9,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,1
2021-09-08,4514.06982421875,3750880000,9,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,1
2021-09-09,4493.27978515625,3735390000,9,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0,1
2021-09-10,4458.580078125,3623180000,9,10,none event,none event,none event,0.083,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,31.0,0
2021-09-13,4468.72998046875,3914220000,9,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2021-09-14,4443.0498046875,3670460000,9,14,none event,none event,0.053,none event,none event,none event,none event,0.0,-1.0,,,,,,,,,,,,,1,33.0,0
2021-09-15,4480.7001953125,4032020000,9,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,34.0,1
2021-09-16,4473.75,3984560000,9,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,35.0,1
2021-09-17,4432.990234375,7289530000,9,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,36.0,0
2021-09-20,4357.72998046875,4898070000,9,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,37.0,1
2021-09-21,4354.18994140625,3920920000,9,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,38.0,1
2021-09-22,4395.64013671875,3939170000,9,22,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0,1
2021-09-23,4448.97998046875,3916350000,9,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,1
2021-09-24,4455.47998046875,3384290000,9,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,1
2021-09-27,4443.10986328125,4058650000,9,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,1
2021-09-28,4352.6298828125,4416550000,9,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,1
2021-09-29,4359.4599609375,3712660000,9,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2021-09-30,4307.5400390625,4448140000,9,30,0.067,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,6.0,0
2021-10-01,4357.0400390625,4010370000,10,1,none event,none event,none event,none event,none event,0.036,none event,,,,,,,,,,,0.0,0.0,,,1,7.0,0
2021-10-04,4300.4599609375,4307870000,10,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2021-10-05,4345.72021484375,3902890000,10,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2021-10-06,4363.5498046875,4009630000,10,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2021-10-07,4399.759765625,3843740000,10,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2021-10-08,4391.33984375,3280160000,10,8,none event,194K,none event,none event,0.048,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,12.0,0
2021-10-11,4361.18994140625,3281970000,10,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2021-10-12,4350.64990234375,3558450000,10,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2021-10-13,4363.7998046875,3620070000,10,13,none event,none event,0.054,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,15.0,0
2021-10-14,4438.259765625,3598280000,10,14,none event,none event,none event,0.086,none event,none event,none event,,,,,-1.0,1.0,,,,,,,,,1,16.0,0
2021-10-15,4471.3701171875,3819380000,10,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2021-10-18,4486.4599609375,3662010000,10,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2021-10-19,4519.6298828125,3459130000,10,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2021-10-20,4536.18994140625,3670760000,10,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,0
2021-10-21,4549.77978515625,3822330000,10,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2021-10-22,4544.89990234375,3758220000,10,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2021-10-25,4566.47998046875,3899400000,10,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2021-10-26,4574.7900390625,3879740000,10,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2021-10-27,4551.68017578125,4226050000,10,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2021-10-28,4596.419921875,4132950000,10,28,0.02,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,26.0,0
2021-10-29,4605.3798828125,4510200000,10,29,none event,none event,none event,none event,none event,0.036,none event,,,,,,,,,,,-1.0,0.0,,,1,27.0,0
2021-11-01,4613.669921875,3971540000,11,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2021-11-02,4630.64990234375,3975250000,11,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2021-11-03,4660.56982421875,4319660000,11,3,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2021-11-04,4680.06005859375,4462300000,11,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2021-11-05,4697.52978515625,4467180000,11,5,none event,531K,none event,none event,0.046,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,2.0,0
2021-11-08,4701.7001953125,4269710000,11,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2021-11-09,4685.25,4117080000,11,9,none event,none event,none event,0.086,none event,none event,none event,,,,,-1.0,0.0,,,,,,,,,1,4.0,0
2021-11-10,4646.7099609375,4503720000,11,10,none event,none event,0.062,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,5.0,0
2021-11-11,4649.27001953125,3926870000,11,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2021-11-12,4682.85009765625,3728600000,11,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2021-11-15,4682.7998046875,3488410000,11,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2021-11-16,4700.89990234375,3972640000,11,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2021-11-17,4688.669921875,3969070000,11,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2021-11-18,4704.5400390625,4226410000,11,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2021-11-19,4697.9599609375,4253180000,11,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2021-11-22,4682.93994140625,4441100000,11,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2021-11-23,4690.7001953125,4277590000,11,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2021-11-24,4701.4599609375,3418430000,11,24,0.021,none event,none event,none event,none event,0.041,none event,,,-1.0,1.0,,,,,,,0.0,1.0,,,1,15.0,0
2021-11-26,4594.6201171875,3517700000,11,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2021-11-29,4655.27001953125,4336410000,11,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,1
2021-11-30,4567.0,6625990000,11,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,1
2021-12-01,4513.0400390625,5366730000,12,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,1
2021-12-02,4577.10009765625,5077180000,12,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0,1
2021-12-03,4538.43017578125,5240070000,12,3,none event,210K,none event,none event,0.042,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,21.0,1
2021-12-06,4591.669921875,4770800000,12,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,1
2021-12-07,4686.75,4492400000,12,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2021-12-08,4701.2099609375,4234600000,12,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2021-12-09,4667.4501953125,3903840000,12,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2021-12-10,4712.02001953125,3870110000,12,10,none event,none event,0.068,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,26.0,0
2021-12-13,4668.97021484375,4397230000,12,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2021-12-14,4634.08984375,4485430000,12,14,none event,none event,none event,0.096,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,28.0,1
2021-12-15,4709.85009765625,4910130000,12,15,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2021-12-16,4668.669921875,4829500000,12,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,0
2021-12-17,4620.64013671875,7987090000,12,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,0
2021-12-20,4568.02001953125,4635700000,12,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2021-12-21,4649.22998046875,4072430000,12,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2021-12-22,4696.56005859375,3319610000,12,22,0.023,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,5.0,0
2021-12-23,4725.7900390625,2913040000,12,23,none event,none event,none event,none event,none event,0.047,none event,,,,,,,,,,,1.0,1.0,,,1,6.0,0
2021-12-27,4791.18994140625,2770290000,12,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
2021-12-28,4786.35009765625,2707920000,12,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2021-12-29,4793.06005859375,2963310000,12,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2021-12-30,4778.72998046875,3124950000,12,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2021-12-31,4766.18017578125,2677820000,12,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0,0
2022-01-03,4796.56005859375,3831020000,1,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2022-01-04,4793.5400390625,4683170000,1,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2022-01-05,4700.580078125,4887960000,1,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0,0
2022-01-06,4696.0498046875,4295280000,1,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2022-01-07,4677.02978515625,4181510000,1,7,none event,199K,none event,none event,0.039,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,16.0,0
2022-01-10,4670.2900390625,4511810000,1,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2022-01-11,4713.06982421875,4101590000,1,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2022-01-12,4726.35009765625,4048220000,1,12,none event,none event,0.07,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,19.0,0
2022-01-13,4659.02978515625,4251730000,1,13,none event,none event,none event,0.097,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,20.0,0
2022-01-14,4662.85009765625,4338490000,1,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0,0
2022-01-18,4577.10986328125,4748700000,1,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2022-01-19,4532.759765625,4465740000,1,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2022-01-20,4482.72998046875,4640870000,1,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2022-01-21,4397.93994140625,5589100000,1,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2022-01-24,4410.1298828125,6928110000,1,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0,0
2022-01-25,4356.4501953125,5145050000,1,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2022-01-26,4349.93017578125,5570640000,1,26,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0,0
2022-01-27,4326.509765625,5214200000,1,27,0.069,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,1.0,1
2022-01-28,4431.85009765625,5031090000,1,28,none event,none event,none event,none event,none event,0.049,none event,,,,,,,,,,,1.0,1.0,,,1,2.0,0
2022-01-31,4515.5498046875,5098610000,1,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2022-02-01,4546.5400390625,4816830000,2,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2022-02-02,4589.3798828125,4481580000,2,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2022-02-03,4477.43994140625,4401970000,2,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2022-02-04,4500.52978515625,4706290000,2,4,none event,467K,none event,none event,0.04,none event,none event,,,,,,,1.0,-1.0,1.0,1.0,,,,,1,7.0,0
2022-02-07,4483.8701171875,4228480000,2,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0,0
2022-02-08,4521.5400390625,4459620000,2,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0,0
2022-02-09,4587.18017578125,4524350000,2,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0,0
2022-02-10,4504.080078125,5314860000,2,10,none event,none event,0.075,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,11.0,0
2022-02-11,4418.64013671875,5251500000,2,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0,0
2022-02-14,4401.669921875,4600390000,2,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0,0
2022-02-15,4471.06982421875,4430830000,2,15,none event,none event,none event,0.097,none event,none event,none event,,,,,1.0,-1.0,,,,,,,,,1,14.0,0
2022-02-16,4475.009765625,4283640000,2,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0,0
2022-02-17,4380.259765625,4539420000,2,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0,0
2022-02-18,4348.8701171875,4708060000,2,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0,0
2022-02-22,4304.759765625,5121900000,2,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0,0
2022-02-23,4225.5,4797430000,2,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0,0
2022-02-24,4288.7001953125,6752130000,2,24,0.07,none event,none event,none event,none event,none event,none event,,,0.0,1.0,,,,,,,,,,,1,20.0,0
2022-02-25,4384.64990234375,5177060000,2,25,none event,none event,none event,none event,none event,0.052,none event,,,,,,,,,,,1.0,1.0,,,1,21.0,0
2022-02-28,4373.93994140625,6071370000,2,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0,0
2022-03-01,4306.259765625,5846230000,3,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0,0
2022-03-02,4386.5400390625,5337870000,3,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0,0
2022-03-03,4363.490234375,5039890000,3,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0,0
2022-03-04,4328.8701171875,5797380000,3,4,none event,678K,none event,none event,0.038,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,26.0,0
2022-03-07,4201.08984375,6940470000,3,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0,0
2022-03-08,4170.7001953125,7243120000,3,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0,0
2022-03-09,4277.8798828125,5662670000,3,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0,0
2022-03-10,4259.52001953125,4980830000,3,10,none event,none event,0.079,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,30.0,0
2022-03-11,4204.31005859375,4938640000,3,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0,0
2022-03-14,4173.10986328125,5574920000,3,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0,0
2022-03-15,4262.4501953125,5392470000,3,15,none event,none event,none event,0.1,none event,none event,none event,,,,,0.0,0.0,,,,,,,,,1,33.0,0
2022-03-16,4357.85986328125,6309750000,3,16,none event,none event,none event,none event,none event,none event,0.005,,,,,,,,,,,,,0.0,1.0,1,0.0,1
2022-03-17,4411.669921875,4985090000,3,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0,1
2022-03-18,4463.1201171875,8278430000,3,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0,1
2022-03-21,4461.18017578125,4869820000,3,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0,0
2022-03-22,4511.60986328125,4754840000,3,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0,0
2022-03-23,4456.240234375,4550670000,3,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0,0
2022-03-24,4520.16015625,4131390000,3,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0,0
2022-03-25,4543.06005859375,4305020000,3,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0,0
